timestamp,filename,energy,shape,shape_err,loc,loc_err,scale,scale_err
2025-07-22T14:28:20,thlscan_datadriven_20250608_104734.h5,16keV,-4.259533978086892,0.05064190267961345,597.93109360413,0.5234149062255254,-0.1371567198109015,0.008558285855986409
2025-07-22T14:29:52,thlscan_datadriven_20250608_113454.h5,14keV,-3.887593533567139,0.11294253276934128,623.0116805721734,0.5042580304593381,-0.20035500622614522,0.01759939609069158
2025-07-22T14:31:23,thlscan_datadriven_20250608_115511.h5,12keV,-4.042694536032731,0.047301156804136706,650.8858478661335,0.3058303064061951,-0.17358530560248972,0.00810620020794382
2025-07-22T14:32:14,thlscan_datadriven_20250608_121123.h5,10keV,-4.122126987936386,0.09232748059123062,677.3433812084203,0.505066971647612,-0.18884908762153857,0.016191359761772224
2025-07-22T14:33:06,thlscan_datadriven_20250608_122537.h5,8keV,-1.2643999062954483,0.031645446107357506,711.9964255481499,0.3570426705383763,-0.24120326757275187,0.017779337379733945
